0.2,0.1,0
0.25,0.2,0.1
0.3,0.4,0.2
0.35,0.6,0.3
0.4,0.7,0.35
0.45,0.8,0.45
0.5,0.9,0.5
0.55,1,0.65
0.6,1,0.8
