3,0,0,0.25,-0.15
3.5,0,0,0.25,-0.15
4,0,0,0.25,-0.15
4.5,0,0,0.25,-0.15
5,0,0,0.25,-0.15
5.5,0,0,0.25,-0.15
6,0,-0.65,0.25,-0.15
6.5,0.45,-0.65,0.25,-0.15
7,0.45,-0.65,0.25,-0.15
7.5,0.45,-0.65,0,-0.15
8,0.45,-0.65,0,0
8.5,0.45,-0.65,0,0
9,0.45,-0.65,0,0
9.5,0.45,-0.65,0,0
10,0.45,-0.65,0,0
